,Mean Coeff,σ Coeff
lh_S_collat_transv_post,-0.017980438572994164,0.03745941222104805
lh_G_and_S_subcentral,0.017851396620268925,0.04080081172588385
lh_S_calcarine,0.017587305400632122,0.03526892198260918
lh_G_and_S_frontomargin,-0.015704746825276936,0.031423953883207574
lh_G_cingul-Post-ventral,-0.015339864172358374,0.024383868601918518
rh_G_oc-temp_med-Lingual,0.014554134232804201,0.027568987983619272
rh_S_oc_middle_and_Lunatus,-0.014329759141805712,0.03975241369414404
lh_S_suborbital,0.013161302128155288,0.04007493133642603
rh_S_orbital-H_Shaped,-0.01302897571735015,0.04333548979993457
lh_S_pericallosal,-0.012351266947196087,0.06418046545977864
rh_G_temporal_inf,-0.012152076475487088,0.036020022581581504
lh_G_rectus,-0.012060321230653474,0.02880827954913975
lh_G_orbital,0.011998688172691063,0.038240497007837666
lh_G_oc-temp_lat-fusifor,0.01142617717286741,0.02818815910456099
lh_S_collat_transv_ant,-0.011291270608624112,0.030588990440285735
rh_S_temporal_sup,-0.010705771812627787,0.02078959303668587
rh_Lat_Fis-ant-Horizont,0.010126286576814487,0.01921187411390027
lh_S_postcentral,-0.009773026901928699,0.027188493698873026
lh_Pole_temporal,-0.009754019394883837,0.021669450593449956
rh_G_and_S_occipital_inf,-0.00941066205979635,0.022203481875196208
rh_G_temp_sup-G_T_transv,0.009401480977593338,0.025032511582051047
lh_S_oc-temp_lat,0.008929489455409674,0.023790882657838748
rh_S_orbital_med-olfact,0.008509695117569738,0.03747038483168611
lh_G_temp_sup-Plan_tempo,-0.008102342318586924,0.015970183355558474
rh_G_Ins_lg_and_S_cent_ins,-0.007296151264509802,0.045529086030667125
rh_S_precentral-sup-part,-0.007059975109884825,0.018990030268589097
rh_G_parietal_sup,-0.006972370495693525,0.02357377817220195
lh_G_cuneus,-0.006403529224969088,0.03669778223513112
rh_S_oc-temp_lat,-0.006271737064832362,0.016869222439157196
rh_S_precentral-inf-part,0.006175561996329187,0.024795446921530604
lh_G_postcentral,0.0060499936368649115,0.0340075646973131
rh_S_temporal_inf,-0.006002814324539112,0.015406492248956617
rh_G_temp_sup-Plan_polar,-0.005483768000349524,0.07122933798364445
rh_G_precentral,-0.004924755828001738,0.016594659060370026
lh_S_circular_insula_inf,0.004894439377088737,0.037581028369969516
lh_G_front_inf-Opercular,-0.004829859398153163,0.020830412701433987
lh_S_occipital_ant,-0.004746414304392352,0.03760715787990925
lh_S_precentral-inf-part,0.004686523190790212,0.04047544036699308
lh_G_pariet_inf-Supramar,0.0035423129386642875,0.006899793420643658
rh_G_postcentral,0.0035149446854079117,0.028563553753517785
rh_G_and_S_subcentral,-0.0035115642792641873,0.011665839776635992
lh_G_occipital_middle,0.002961646569916787,0.009706329327758993
lh_G_precentral,0.0028370818257402,0.011226630774889302
rh_S_circular_insula_sup,0.00256557285784475,0.019777298878914686
rh_G_occipital_sup,-0.0018451776417415366,0.0257622239313376
rh_S_oc_sup_and_transversal,-0.001784135237605775,0.016161308547010617
lh_G_temp_sup-Lateral,0.0007664121481881251,0.010856302373711975
rh_G_temp_sup-Plan_tempo,0.0006306278949571751,0.020978521695983007
rh_G_oc-temp_lat-fusifor,0.0002782996173021999,0.04298912095382487
lh_S_orbital-H_Shaped,0.0002535138369389265,0.036191281843063416
